item_id,title,genre,developer,release_date,price
9000,Spear of Destiny,Action,id Software,1993,2.99
3810,BloodRayne,Action,Terminal Reality,2003,9.99
9030,QUAKE Mission Pack 2: Dissolution of Eternity,Action,Rogue Entertainment,2007,2.99
2310,QUAKE,Action,id Software,2007,4.99
3230,Genesis Rising,Strategy,Metamorf,2007,4.99
9310,"Warhammer® 40,000: Dawn of War® – Winter Assault",Strategy,Relic Entertainment,2006,12.99
7670,BioShock™,Action,"2K Boston,2K Australia",2007,19.99
4570,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",Strategy,Relic Entertainment,2006,12.99
4580,"Warhammer® 40,000: Dawn of War® - Dark Crusade",Strategy,Relic Entertainment,2006,12.99
4760,Rome: Total War™ - Collection,Strategy,The Creative Assembly,2004,9.99
4770,Rome: Total War™ - Alexander,Strategy,The Creative Assembly,2006,4.99
50970,Mystery Case Files: Madame Fate®,Casual,Big Fish Games,2007,6.99
12130,Manhunt,Action,Rockstar North,2004,9.99
12160,Midnight Club 2,Racing,Rockstar San Diego,2003,9.99
12150,Max Payne 2: The Fall of Max Payne,Action,Remedy Entertainment,2003,9.99
7000,Tomb Raider: Legend,Action,Crystal Dynamics,2006,6.99
12140,Max Payne,Action,Remedy Entertainment,2001,9.99
17480,Command &amp; Conquer: Red Alert 3,Strategy,EA Los Angeles,2008,19.99
12500,PuzzleQuest: Challenge of the Warlords,Casual,Infinite Interactive,2007,9.99
12310,Culpa Innata,RPG,Momentum Digital Media Technologies,2007,9.99
12510,Prison Tycoon 3™: Lockdown,Strategy,"Gamebryo,Virtual Playground",2007,9.99
12530,Hunting Unlimited™ 2008,Action,SCS Software,2007,9.99
12520,18 Wheels of Steel: American Long Haul,Racing,SCS Software,2007,9.99
8100,Conflict: Denied Ops,Action,Pivotal Games,2008,5.99
2780,ARMA: Combat Operations,Action,Bohemia Interactive,2007,7.99
9710,Desperados 2: Cooper's Revenge,Action,Spellbound,2006,9.99
9800,Death to Spies,Action,Haggard Games,2007,4.99
9760,Act of War: High Treason,Action,Eugen Systems,2006,2.99
2700,RollerCoaster Tycoon® 3: Platinum,Simulation,"Frontier,Aspyr (Mac)",2006,19.99
2710,Act of War: Direct Action,Action,Eugen Systems,2005,2.99
13200,Unreal 2: The Awakening,Action,"Epic Games, Inc.",2003,14.99
13250,Unreal Gold,Action,"Epic Games, Inc.",1998,9.99
13000,Ninja Reflex: Steamworks Edition,Casual,Sanzaru Games,2008,4.99
13560,Tom Clancy's Splinter Cell®,Action,Ubisoft,2003,9.99
13520,Far Cry®,Action,Crytek Studios,2004,9.99
13240,Unreal Tournament: Game of the Year Edition,Action,"Epic Games, Inc.",2000,9.99
13540,Tom Clancy's Rainbow Six® Vegas,Action,Ubisoft Montreal,2006,9.99
15210,Silent Hunter® III,Simulation,Ubisoft,2005,9.99
16180,Virtual Villagers - The Secret City,Casual,Last Day of Work,2008,9.99
3520,Mystery P.I.™ - The Vegas Heist,Casual,SpinTop Games,2008,4.99
15970,Luxor,Casual,MumboJumbo,2008,9.99
15950,Reaxxion,Casual,MumboJumbo,2008,9.99
15960,Little Farm,Casual,MumboJumbo,2008,9.99
15900,7 Wonders II,Casual,MumboJumbo,2008,9.99
15910,Luxor Amun Rising,Casual,MumboJumbo,2005,9.99
15930,Luxor 3,Casual,MumboJumbo,2007,9.99
15160,Petz® Horsez® 2,Simulation,Ubisoft,2007,9.99
15920,Luxor 2,Casual,MumboJumbo,2005,9.99
15080,Rayman Raving Rabbids™,Action,"Ubisoft Bulgaria,Ubisoft Montpellier",2007,9.99
15200,Silent Hunter®: Wolves of the Pacific,Simulation,Ubisoft Romania,2007,9.99
15320,IL-2 Sturmovik: 1946,Simulation,1C: Maddox Games,2006,9.99
15240,Silent Hunter®: Wolves of the Pacific U-Boat Missions,Simulation,Ubisoft Romania,2008,9.99
8310,Bone: Out From Boneville,Adventure,Telltale Games,2005,9.99
12600,Midnight Outlaw: 6 Hours to SunUp,Racing,"Merscom,Babylon",2005,9.99
8320,Bone: The Great Cow Race,Adventure,Telltale Games,2006,9.99
12590,Sprint Cars Road to Knoxville,Racing,BigAnt Studios,2008,9.99
12560,Ride! Carnival Tycoon,Simulation,Gabriel Entertainment,2007,9.99
12540,Mahjongg Investigations: Under Suspicion,Casual,Zemnott,2007,9.99
11050,Dracula Origin,Adventure,Frogwares,2008,9.99
11040,Sherlock Holmes - Nemesis,Adventure,Frogwares,2008,9.99
19500,Eternity's Child,Adventure,"Luc Bernard,SilverSphereStudios",2008,4.99
11260,Pacific Storm Allies,Simulation,Lesta Studio,2007,7.99
19200,Tank Universal,Action,Dialogue Design,2008,4.99
12360,FlatOut: Ultimate Carnage,Racing,Bugbear Entertainment,2008,19.99
15710,Oddworld: Abe's Exoddus®,Adventure,Oddworld Inhabitants,1998,2.99
15700,Oddworld: Abe's Oddysee®,Adventure,Oddworld Inhabitants,1997,2.99
8660,GTR Evolution Expansion Pack for RACE 07,Racing,SimBin,2008,7.99
7770,X-COM: Enforcer,Strategy,"MicroProse Software, Inc",2001,4.99
7660,X-COM: Apocalypse,Strategy,"MicroProse Software, Inc",1997,4.99
7760,X-COM: UFO Defense,Strategy,"MicroProse Software, Inc",1993,4.99
20510,S.T.A.L.K.E.R.: Clear Sky,Action,GSC Game World,2008,9.99
17330,Crysis Warhead®,Action,Crytek,2008,19.99
17300,Crysis,Action,Crytek,2007,19.99
7730,X-COM: Interceptor,Strategy,"MicroProse Software, Inc",1998,4.99
20900,The Witcher: Enhanced Edition Director's Cut,Action,CD PROJEKT RED,2008,9.99
1530,Multiwinia,Indie,Introversion Software,2008,9.99
8690,STCC - The Game 1 - Expansion Pack for RACE 07,Racing,SimBin,2008,2.99
17120,Children of the Nile: Alexandria,Strategy,"Tilted Mill Entertainment, Inc.",2008,2.49
16810,Sid Meier's Civilization IV: Colonization,Strategy,Firaxis Games,2008,19.99
19830,Tom Clancy's Rainbow Six® 3 Gold,Action,"Red Storm Entertainment,Ubisoft Montreal",2003,9.99
21000,LEGO Batman,Action,Traveller's Tales,2008,19.99
4460,City Life 2008,Simulation,Monte Cristo,2008,9.99
17140,Hinterland,RPG,"Tilted Mill Entertainment, Inc.",2008,9.99
15390,Brothers in Arms: Hell's Highway™,Action,Gearbox Software,2008,9.99
21300,Gravitron 2,Indie,Dark Castle Software,2008,4.99
3050,Xpand Rally Xtreme,Racing,Techland,2006,4.99
15380,Heroes of Might &amp; Magic V: Hammers of Fate,Strategy,Nival,2006,9.99
19800,Brothers in Arms: Earned in Blood™,Action,Gearbox Software,2005,9.99
15370,Heroes of Might &amp; Magic V: Tribes of the East,Strategy,Nival,2007,9.99
19930,The Settlers®: Rise Of An Empire Gold Edition,Strategy,Blue Byte,2008,19.99
15350,Brain Spa,Casual,Ubisoft,2007,9.99
19810,The Sum of All Fears,Action,Red Storm Entertainment,2002,9.99
3540,Peggle™ Nights,Casual,"PopCap Games, Inc.",2008,4.99
22000,World of Goo,Indie,2D BOY,2008,9.99
2820,X3: Terran Conflict,Action,Egosoft,2008,15.99
18300,Spectraball,Casual,Shorebound Studios,2008,4.99
20200,Galactic Bowling,Indie,Perpetual FX Creative,2008,19.99
12200,Bully: Scholarship Edition,Action,Rockstar New England,2008,14.99
19900,Far Cry® 2: Fortune's Edition,Action,Ubisoft Montreal,2008,9.99
11240,Space Trader: Merchant Marine,Action,Meridian4,2008,4.99
256522,PRR Wagon Pack 01,Simulation,RailSimulator.com,2009,4.99
275144,"Class 421 London South East ""Jaffa Cake""",Simulation,RailSimulator.com,2009,4.99
256521,ATSF Wagon Pack 01,Simulation,RailSimulator.com,2009,4.99
222569,GP20 Union Pacific Add-on Livery,Simulation,Reppo,2009,4.99
256535,UK Van Wagon Pack,Simulation,RailSimulator.com,2009,4.99
256611,CSX SD70MAC Add-on Livery,Simulation,Dovetail Games,2009,4.99
256576,CSX ES44AC Add-on Livery,Simulation,Dovetail Games,2009,4.99
9480,Saints Row 2,Action,Volition,2009,9.99
17470,Dead Space,Action,EA Redwood Shores,2008,19.99
12770,Rise of the Argonauts,RPG,Liquid Entertainment,2008,9.99
17410,Mirror's Edge™,Action,DICE,2009,19.99
18500,Defense Grid: The Awakening,Indie,Hidden Path Entertainment,2008,9.99
16450,F.E.A.R. 2: Project Origin,Action,Monolith,2009,14.99
15400,Harvest: Massive Encounter,Strategy,Oxeye Game Studio,2008,7.99
18600,Mayhem Intergalactic,Indie,Inventive Dingo,2007,9.99
11340,Larva Mortus,Action,Meridian4,2009,4.99
25830,Knights of Honor,Strategy,Black Sea Studios Ltd,2005,9.99
23460,Ceville,Action,Realmforge Studios,2009,5.99
10600,Empire: Total War™ - Special Forces Units &amp; Bonus Content,Strategy,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2009,2.99
21010,Watchmen: The End is Nigh,Action,Deadline Games,2009,4.99
22180,Penumbra Overture,Action,Frictional Games,2007,9.99
13210,Unreal Tournament 3 Black,Action,"Epic Games, Inc.",2007,19.99
12640,Drakensang,RPG,Radon Labs,2009,9.99
27020,The Graveyard,Indie,Tale of Tales,2008,4.99
24740,Burnout Paradise: The Ultimate Box,Racing,Criterion Games,2009,19.99
26000,The Maw,Action,Twisted Pixel Games,2009,9.99
26006,The Maw: River Redirect,Action,Twisted Pixel Games,2009,1.25
26005,The Maw: Brute Force,Action,Twisted Pixel Games,2009,1.25
11330,Obulis,Casual,IonFX,2009,4.99
27800,Space Giraffe,Indie,Llamasoft LTD,2009,9.99
9850,Codename: Panzers - Cold War,Simulation,"InnoGlow,Stormregion,THQ Nordic",2009,14.99
3600,Escape Rosecliff Island,Casual,SpinTop Games,2009,4.99
29580,Guild Wars Nightfall®,RPG,ArenaNet®,2006,19.99
29540,Guild Wars® Game of the Year Edition,RPG,ArenaNet®,2005,19.99
29560,Guild Wars Factions®,RPG,ArenaNet®,2006,19.99
29570,Guild Wars Trilogy,Massively Multiplayer,ArenaNet®,2008,29.99
23700,Puzzle Kingdoms,Casual,Infinite Interactive,2009,14.99
16060,Samantha Swift and the Golden Touch,Casual,MumboJumbo,2009,9.99
1930,Two Worlds Epic Edition,RPG,Reality Pump Studios,2009,9.99
18470,Helldorado,Strategy,Spellbound,2009,9.99
7510,X-Blades,Action,Gaijin Entertainment,2009,9.99
22200,Zeno Clash,Action,ACE Team,2009,9.99
26007,The Maw: Speeder Lane,Indie,Twisted Pixel Games,2009,1.25
25900,King's Bounty: The Legend,RPG,1C Company,2008,6.99
16200,Virtual Families,Casual,Last Day of Work,2009,9.99
7840,Death Track®: Resurrection,Racing,Sky Fallen,2009,2.99
8890,Freedom Force vs. the Third Reich,RPG,Irrational Games,2005,4.99
8880,Freedom Force,RPG,Irrational Games,2002,4.99
34500,Light of Altair,Indie,SaintXi,2009,14.99
10150,Prototype™,Action,Radical Entertainment,2009,19.99
12470,Port Royale 2,Strategy,Ascaron Entertainment ltd.,2004,4.99
22330,The Elder Scrolls IV: Oblivion® Game of the Year Edition,RPG,Bethesda Game Studios,2007,14.99
22320,The Elder Scrolls III: Morrowind® Game of the Year Edition,RPG,Bethesda Game Studios,2002,14.99
12440,Ankh 2: Heart of Osiris,Adventure,Deck 13,2007,4.99
32710,Armored Fist 3,Simulation,NovaLogic,1999,9.99
32740,MiG-29 Fulcrum,Simulation,NovaLogic,1998,9.99
12460,BC Kings,Strategy,Mascot Entertainment,2008,4.99
21980,Call of Juarez®: Bound in Blood,Action,Techland,2009,9.99
31860,Nancy Drew®: Legend of the Crystal Skull,Adventure,HeR Interactive,2007,6.99
31900,Nancy Drew®: The Creature of Kapu Cave,Adventure,HeR Interactive,2006,6.99
31920,Nancy Drew®: The Phantom of Venice,Adventure,HeR Interactive,2008,6.99
31930,Nancy Drew®: The White Wolf of Icicle Creek,Adventure,HeR Interactive,2007,6.99
35800,BRAINPIPE: A Plunge to Unhumanity,Casual,Digital Eel,2008,0
31170,Tales of Monkey Island Complete Pack,Adventure,Telltale Games,2009,19.99
21660,Street Fighter® IV,Action,Capcom,2009,19.99
6080,Thrillville®: Off the Rails™,Action,Frontier,2007,9.99
6010,Indiana Jones® and the Fate of Atlantis™,Adventure,LucasArts,1992,5.99
6090,Armed and Dangerous®,Action,Planet Moon Studios,2003,5.99
6060,"Star Wars: Battlefront 2 (Classic, 2005)",Action,Pandemic Studios,2005,9.99
32310,Indiana Jones® and the Last Crusade™,Adventure,LucasArts,1989,5.99
32330,LEGO® Indiana Jones™: The Original Adventures,Action,Traveller's Tales,2008,19.99
32360,The Secret of Monkey Island: Special Edition,Adventure,LucasArts,2009,9.99
35300,Warfare,Strategy,GFI Russia,2008,12.99
35310,Clutch,Action,Targem Games,2009,9.99
31980,Nancy Drew®: Ransom of the Seven Ships,Adventure,HeR Interactive,2009,6.99
10140,3D Ultra™ Minigolf Adventures,Sports,Wanako Games,2006,9.99
10100,King's Quest™ Collection,Adventure,Sierra,2006,19.99
10130,TimeShift™,Action,Saber Interactive,2007,19.99
10110,Space Quest™ Collection,Adventure,Sierra,2006,19.99
1256,Killing Floor Outbreak Character Pack,Action,Tripwire Interactive,2009,7.99
10120,Aces of the Galaxy™,Action,Artech Studios,2008,9.99
33520,Tropico Reloaded,Simulation,"PopTop Software,BreakAway Games,Frog City Software",2009,6.99
3610,Mystery P.I. - Lost in Los Angeles,Casual,SpinTop Games,2009,4.99
21680,Bionic Commando: Rearmed,Action,Capcom,2008,9.99
21670,Bionic Commando,Action,Capcom,2009,9.99
21030,Watchmen: The End is Nigh Part 2,Action,Deadline Games,2009,4.99
36000,Foreign Legion: Buckets of Blood,Action,Sakari Indie,2009,4.99
32370,STAR WARS™ - Knights of the Old Republic™,Adventure,"BioWare,Aspyr (Mac)",2003,9.99
29180,Osmos,Indie,Hemisphere Games,2009,9.99
38410,Fallout 2: A Post Nuclear Role Playing Game,RPG,Black Isle Studios,1998,9.99
38420,Fallout Tactics: Brotherhood of Steel,Strategy,14° East,2001,9.99
38430,Kingpin — Life of Crime,Action,Xatrix Entertainment,1999,9.99
31180,Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,Adventure,Telltale Games,2009,19.99
37960,Jewel Quest Pack,Casual,iWin,2009,19.99
38000,Mahjong Quest Collection,Casual,iWin,2009,9.99
37400,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",Adventure,Size Five Games,2009,4.99
13570,Tom Clancy's Splinter Cell Chaos Theory®,Action,Ubisoft Montreal,2005,9.99
34420,XIII Century – Gold Edition,Strategy,Unicorn Games Studio,2009,4.99
43100,World of Zoo,Simulation,Blue Fang,2009,14.99
35000,Mini Ninjas,Action,IO Interactive,2009,9.99
39392,Freeze Tag Fun Pack #2,Casual,"Freeze Tag Inc.,iQ212",2009,19.99
39391,Freeze Tag Fun Pack #1,Casual,"Freeze Tag Inc.,Joju Games,Linksolutions Ltd.,Dekovir Entertainment",1999,19.99
37600,Windosill,Adventure,"Vectorpark, Inc.",2009,2.99
24029,Train Simulator: Colton &amp; Northern Route Add-On,Simulation,All Aboard,2009,24.99
32140,Midnight Mysteries,Adventure,MumboJumbo,2009,9.99
31190,Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,Adventure,Telltale Games,2009,19.99
32770,Joint Operations: Combined Arms Gold,Action,NovaLogic,2009,19.99
208306,Train Simulator: US Loco &amp; Asset Pack,Simulation,Dovetail Games,2009,17.99
37300,DinerTown Tycoon,Simulation,PlayFirst,2009,9.99
208300,Train Simulator: European Loco &amp; Asset Pack,Simulation,Dovetail Games,2009,19.99
40300,Risen,RPG,Piranha Bytes,2009,9.99
35070,Flora's Fruit Farm,Casual,Honeyslug,2009,3.99
10606,Empire: Total War™ - The Warpath Campaign,Strategy,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2009,9.99
40700,Machinarium,Adventure,Amanita Design,2009,9.99
24840,Medal of Honor: Airborne,Action,EA Los Angeles,2007,9.99
24870,Need for Speed: Shift,Racing,Slightly Mad Studios,2009,19.99
41500,Torchlight,RPG,Runic Games,2009,14.99
24800,Command &amp; Conquer: Red Alert 3 - Uprising,Strategy,EA Los Angeles,2009,19.99
901735,The Stronghold Collection,Strategy,FireFly Studios,2009,19.99
42800,East India Company: Privateer,Strategy,Nitro Games,2009,4.99
39560,Painkiller: Resurrection,Action,Homegrown Games,2009,9.99
39550,SpellForce 2 - Anniversary Edition,RPG,"Phenomic,THQ Nordic",2009,14.99
40330,Secret Files: Tunguska,Adventure,Animation Arts,2009,9.99
40320,Rush for Berlin Gold,Strategy,Stormregion,2009,4.99
31200,Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,Adventure,Telltale Games,2009,19.99
3130,Men of War: Red Tide,Strategy,1C Company,2009,4.99
41100,Hammerfight,Action,Konstantin Koshutin,2009,4.99
39540,SpellForce - Platinum Edition,Action,Phenomic,2009,9.99
34640,Massive Assault: Phantom Renaissance,Strategy,Wargaming.net,2005,9.99
34630,Massive Assault,Strategy,Wargaming.net,2003,9.99
41000,Serious Sam HD: The First Encounter,Action,Croteam,2009,14.99
40340,Secret Files 2: Puritas Cordis,Adventure,Animation Arts,2009,9.99
17450,Dragon Age: Origins,RPG,BioWare,2009,19.99
37100,Aztaka,Action,Citeremis Inc.,2009,4.99
37500,Magnetis,Indie,Yullaby,2009,1.99
42810,For The Glory: A Europa Universalis Game,Strategy,Crystal Empire Games,2009,9.99
10180,Call of Duty®: Modern Warfare® 2,Action,"Infinity Ward,Aspyr (Mac)",2009,19.99
32440,LEGO® Star Wars™ - The Complete Saga,Adventure,"Traveller's Tales,Feral Interactive (Mac)",2009,19.99
11450,Overlord™,RPG,"Triumph Studios,Virtual Programming",2007,4.99
12710,Overlord™: Raising Hell,RPG,"Triumph Studios,Virtual Programming",2008,9.99
24790,Command &amp; Conquer 3: Tiberium Wars,Strategy,EA Los Angeles,2007,14.99
29120,Yumsters 2: Around the World,Indie,KranX Productions,2008,4.99
24810,Command &amp; Conquer 3: Kane's Wrath,Strategy,EA Los Angeles,2009,19.99
41800,Gratuitous Space Battles,Indie,Positech Games,2009,14.99
45300,Wings of Prey,Simulation,Gaijin Entertainment,2009,9.99
41900,The Bard's Tale,Action,inXile Entertainment,2005,9.99
32430,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,Action,"LucasArts,Aspyr Studios",2009,19.99
22370,Fallout 3: Game of the Year Edition,RPG,Bethesda Game Studios,2009,19.99
41802,Gratuitous Space Battles: The Tribe,Strategy,Positech Games,2009,5.99
38080,Build-A-Lot,Simulation,Hip Soft,2007,9.99
38090,Build-A-Lot 2: Town of the Year,Simulation,Hip Soft,2008,9.99
38100,Build-A-Lot 3: Passport to Europe,Simulation,Hip Soft,2009,9.99
38070,Coconut Queen,Casual,iWin,2009,9.99
38210,Roogoo,Casual,Spidermonk Entertainment,2009,1.99
45700,Devil May Cry 4,Action,Capcom,2008,19.99
46410,Avencast: Rise of the Mage,Action,ClockStone Studios,2010,9.99
38110,Build-A-Lot 4: Power Source,Simulation,Hip Soft,2009,9.99
38130,Farm Frenzy 2,Casual,Alawar,2008,4.99
38160,Farm Frenzy 3: American Pie,Casual,Alawar,2010,9.99
38150,Farm Frenzy 3,Casual,Alawar,2009,9.99
38120,Farm Frenzy,Casual,Alawar,2007,4.99
38140,Farm Frenzy: Pizza Party,Casual,Alawar,2009,4.99
36300,Cake Mania Main Street™,Casual,Sandlot Games,2010,6.99
36310,Westward® IV: All Aboard,Strategy,Sandlot Games,2010,6.99
36320,Iron Roses,Adventure,Cateia Games,2010,6.99
37030,UFO: Extraterrestrials Gold,Strategy,Chaos Concept,2010,9.99
32450,LEGO® Indiana Jones™ 2: The Adventure Continues,Adventure,Traveller's Tales,2010,19.99
44100,Super Laser  Racer,Action,New Star Games Ltd,2010,4.99
25960,Hearts of Iron III: Soviet Infantry Pack DLC,Strategy,Paradox Interactive,2010,0.99
46250,NecroVisioN: Lost Company,Action,The Farm 51,2010,6.99
38180,Cradle of Persia,Casual,Awem Studio,2007,9.99
10695,Aliens vs. Predator Swarm Map Pack,Action,Rebellion,2010,7.49
41050,Serious Sam Classic: The First Encounter,Action,Croteam,2001,9.99
24055,Train Simulator: Fort Kent to Eagle Lake Route Add-On,Simulation,All Aboard,2010,19.99
48700,Mount &amp; Blade: Warband,Action,TaleWorlds Entertainment,2010,19.99
39900,Coniclysm,Action,ZoopTEK,2010,4.99
49900,Plain Sight,Action,Beatnik Games,2010,4.99
42120,Lead and Gold: Gangs of the Wild West,Action,Fatshark,2010,9.99
12220,Grand Theft Auto: Episodes from Liberty City,Action,Rockstar North / Toronto,2010,19.99
45730,Dark Void™ Zero,Action,Other Ocean Interactive,2010,4.99
45400,Fortix,Indie,Nemesys Games,2010,0.99
49600,Beat Hazard,Action,Cold Beam Games,2010,9.99
901399,Sam &amp; Max: The Devil’s Playhouse,Adventure,Telltale Games,2010,19.99
43500,M.U.D. TV,Simulation,Realmforge Studios,2010,9.99
45302,Wings of Luftwaffe Add-on,Simulation,Gaijin Entertainment,2010,4.99
40930,The Misadventures of P.B. Winterbottom,Adventure,The Odd Gentlemen,2010,4.99
39640,AquaNox 2: Revelation,Action,THQ Nordic,2003,4.99
39630,AquaNox,Action,THQ Nordic,2001,4.99
23150,Fluttabyes,Casual,Red Chain Games Ltd.,2010,1.99
50940,Hidden Expedition: Titanic,Casual,Big Fish Games,2006,9.99
50920,Hidden Expedition: Amazon,Casual,Big Fish Games,2008,9.99
34178,Napoleon: Total War™ - Coalition Battle Pack,Strategy,"The Creative Assembly,Feral Interactive (Mac)",2010,2.99
37340,Fitness Dash™,Casual,Sarbakan,2008,6.99
37390,Gemini Lost™,Casual,PlayFirst,2009,6.99
37310,DinerTown Detective Agency™,Casual,Absolutist Ltd.,2009,6.99
37360,Mahjong Roadshow™,Casual,PlayFirst,2007,6.99
49000,Hotel Dash™ Suite Success™,Casual,PlayFirst,2009,6.99
37330,Nightshift Legacy: The Jaguar's Eye™,Casual,PlayFirst,2010,6.99
37320,The Nightshift Code™,Casual,PlayFirst,2008,6.99
37370,TriJinx: A Kristine Kross Mystery™,Casual,PlayFirst,2007,6.99
37380,Valerie Porter and the Scarlet Scandal™,Casual,PlayFirst,2009,6.99
19080,Biozone,Action,G5 Entertainment,2010,9.99
19030,Rocket Knight,Action,Climax Studios,2010,14.99
49800,Flight of the Icarus,Action,Muse Games,2010,4.99
33650,Puzzler World,Casual,Ideas Pad,2010,4.99
901478,Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,Action,Ubisoft,2010,19.99
33660,Ziro,Casual,Kokakiki,2010,4.99
34281,Altered Beast™,Action,SEGA,2010,2.99
34272,Comix Zone™,Action,SEGA,2010,2.99
34270,SEGA Mega Drive and Genesis Classics,Action,D3T Limited,2010,61.99
34276,Golden Axe™,Action,SEGA,2010,2.99
34274,Ecco the Dolphin™,Action,SEGA,2010,2.99
34275,Gain Ground™,Strategy,SEGA,2010,2.99
34277,Shinobi™ III: Return of the Ninja Master,Action,SEGA,2010,2.99
34273,Crack Down™,Action,SEGA,2010,2.99
